ID,time,ra,dec,x,y,a,b,cflux,cpeak
ZTF21absbwyz,58539.170555599965,61.8669471,-15.7805287,23.714971244272984,24.217028879282772,0.8780989646911621,0.7491967678070068,215.6260986328125,32.938289642333984
ZTF21absbwyz,59230.22800929984,61.8667196,-15.7805049,23.90135957444621,24.125315011104803,0.8125513792037964,0.6571862697601318,157.31741333007812,28.59300422668457
ZTF21absbwyz,59453.51528939977,61.8668611,-15.7804657,24.450268777204368,23.74740614506305,0.8890663385391235,0.8106098175048828,598.867431640625,89.0457763671875
ZTF21absbwyz,59460.46155089978,61.8667566,-15.7804459,24.2534533075449,24.347248868634942,1.200219750404358,0.8108745217323303,307.80169677734375,31.41661262512207
ZTF21absbwyz,59462.43752310006,61.8667537,-15.7804925,23.844704241462125,24.241910768463455,1.003159523010254,0.9863787293434143,542.2435302734375,65.11359405517578
ZTF21absbwyz,59464.483402799815,61.8668787,-15.7804158,24.345125578264117,24.00132184597023,1.2039604187011719,0.948272168636322,556.348388671875,57.78155517578125
ZTF21absbwyz,59471.460416700225,61.8668379,-15.7804246,23.544866669404122,23.67756275970428,1.198758602142334,0.8741493225097656,484.94476318359375,52.277366638183594
ZTF21absbwyz,59474.462187500205,61.8667735,-15.7804633,24.699048138476883,24.101892752491203,1.1644504070281982,0.9354772567749023,550.790771484375,66.5479965209961
ZTF21absbwyz,59474.46265049977,61.8668575,-15.7804211,24.12428925506105,23.865777034705392,1.0634647607803345,0.9452357292175293,703.3235473632812,89.5240478515625
ZTF21absbwyz,59477.421157400124,61.8669381,-15.780415,24.248112126577375,24.429538413977994,1.1517932415008545,0.6289194226264954,522.95166015625,82.6328353881836
ZTF21absbwyz,59487.38062500022,61.8668326,-15.7804387,24.443932244923822,24.48071424556662,0.8874601721763611,0.8500390648841858,339.0737609863281,44.97667694091797
ZTF21absbwyz,59488.433854199946,61.8667156,-15.7804422,24.366742144039378,23.73585848278728,1.0992109775543213,0.6878410577774048,278.3247375488281,38.60660934448242
