ID,time,ra,dec,x,y,a,b,cflux,cpeak
ZTF21absbwyz,59232.35422449978,125.4259605,1.0268823,23.946294729501997,24.017430037132364,0.7625923752784729,0.7595275640487671,537.6932373046875,94.72151184082031
ZTF21absbwyz,59248.24828700023,125.4259816,1.0268915,23.80916048518841,23.83775440030534,0.7430117130279541,0.5674589276313782,258.58038330078125,54.08452224731445
ZTF21absbwyz,59250.35273149982,125.4259236,1.0268911,23.84611268198075,23.866611734923836,0.8035237193107605,0.6745303273200989,349.916015625,58.77102279663086
ZTF21absbwyz,59250.40980320005,125.4260185,1.0269006,23.95290377173275,23.290134256830058,0.7347341775894165,0.671963095664978,258.4678955078125,46.396484375
ZTF21absbwyz,59252.213136599865,125.4259889,1.026882,23.57059398453425,24.16669592098437,0.9415640234947205,0.7827978730201721,520.3739624023438,74.54694366455078
ZTF21absbwyz,59252.37224540021,125.4260229,1.0268359,24.359140884036638,24.428326247909695,0.9013521671295166,0.7964015603065491,347.323974609375,48.29862976074219
ZTF21absbwyz,59254.25513890013,125.4259719,1.0268837,23.515839307649664,23.666090902137984,0.9292332530021667,0.8970590233802795,536.2769165039062,66.13103485107422
ZTF21absbwyz,59254.27072919998,125.4260048,1.0268746,24.379930419008968,24.459589259524545,0.8720300197601318,0.8623462915420532,415.577880859375,57.020774841308594
ZTF21absbwyz,59256.23531250004,125.4259757,1.0268861,23.504888127772368,23.695593615700492,0.9329913258552551,0.9158772826194763,529.9551391601562,63.67279815673828
ZTF21absbwyz,59260.25486110011,125.4259127,1.0268871,24.129106431089596,23.651857803539322,0.7188347578048706,0.6497445106506348,298.90533447265625,56.215301513671875
ZTF21absbwyz,59260.255335600115,125.4260608,1.0269013,24.168342769197615,23.622655195235005,0.7511776089668274,0.44438186287879944,162.567626953125,39.3657341003418
ZTF21absbwyz,59265.25226850016,125.4259411,1.0269203,24.151851701049793,23.815476478554636,0.7889925241470337,0.6711312532424927,329.7856140136719,58.256710052490234
ZTF21absbwyz,59265.27398149995,125.426007,1.0269179,23.490288828974354,23.847046782071576,0.7798728942871094,0.6774396300315857,304.01513671875,51.63204574584961
ZTF21absbwyz,59267.29581019981,125.4260027,1.026818,24.340664165322615,23.934970707200463,0.7334189414978027,0.6569673418998718,184.35116577148438,33.5201301574707
ZTF21absbwyz,59267.29721060023,125.4259963,1.0268318,24.447503954650955,23.560143598167087,0.8904455900192261,0.8721656203269958,393.0208435058594,48.94026184082031
ZTF21absbwyz,59271.25636570016,125.4259983,1.0268404,24.39030766769903,23.788387639397477,0.705659806728363,0.4589524269104004,265.00311279296875,69.21229553222656
ZTF21absbwyz,59273.2355324002,125.4260116,1.0268422,23.85096453985605,23.692906552369344,1.0113272666931152,0.823380708694458,293.0574951171875,35.50743865966797
ZTF21absbwyz,59273.2360069002,125.4259929,1.0268191,23.970383842537675,23.561725195262074,1.1025995016098022,1.047265648841858,544.4452514648438,54.769203186035156
